,chunk,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,Book,TopEmotion1,TopEmotion2,TopEmotion3,Filename_x,Query,Filename_y,ISBN13,Title,Author,PublishedDate,ImgURL,NumPages,AvgRtg,Description,BuyLink,Price,Currency,Most Similar Book,2nd Most Similar Book,3rd Most Similar Book,book_updated
45,6,0.11944444444444445,0.13518518518518519,0.08703703703703704,0.1388888888888889,0.13518518518518519,0.1574074074074074,0.07222222222222222,0.15462962962962962,0.4962121212121212,0.5037878787878788,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
46,7,0.14393939393939395,0.1069023569023569,0.09848484848484848,0.16161616161616163,0.10774410774410774,0.17087542087542087,0.06228956228956229,0.14814814814814814,0.5480769230769231,0.4519230769230769,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
47,8,0.16872037914691942,0.12132701421800948,0.11279620853080569,0.16777251184834124,0.1080568720379147,0.14502369668246445,0.06066350710900474,0.11563981042654028,0.5420560747663551,0.45794392523364486,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
48,9,0.08430609597924774,0.14526588845654995,0.04669260700389105,0.11413748378728923,0.20752269779507135,0.10505836575875487,0.09727626459143969,0.19974059662775617,0.375,0.625,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
49,10,0.0735444330949949,0.16547497446373852,0.054136874361593465,0.09397344228804903,0.20633299284984677,0.10520939734422881,0.10010214504596528,0.20122574055158324,0.33079847908745247,0.6692015209125475,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
50,11,0.09753593429158111,0.13141683778234087,0.0811088295687885,0.1375770020533881,0.15297741273100615,0.13655030800821355,0.060574948665297744,0.20225872689938398,0.42330097087378643,0.5766990291262136,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
51,12,0.16103896103896104,0.10909090909090909,0.10822510822510822,0.17662337662337663,0.11688311688311688,0.14025974025974025,0.07272727272727272,0.11515151515151516,0.5629770992366412,0.43702290076335876,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
52,13,0.11099899091826437,0.15640766902119072,0.07669021190716448,0.13723511604439959,0.1574167507568113,0.13723511604439959,0.07063572149344097,0.15338042381432895,0.45935727788279773,0.5406427221172023,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
53,14,0.13160733549083065,0.1499460625674218,0.10679611650485436,0.15210355987055016,0.12837108953613807,0.13160733549083065,0.0593311758360302,0.14023732470334413,0.4887063655030801,0.5112936344969199,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
54,15,0.14512471655328799,0.11224489795918367,0.0963718820861678,0.1689342403628118,0.09863945578231292,0.15419501133786848,0.08276643990929705,0.1417233560090703,0.552863436123348,0.44713656387665196,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
55,16,0.13413654618473897,0.13333333333333333,0.09718875502008033,0.1646586345381526,0.12610441767068273,0.14538152610441768,0.061847389558232935,0.13734939759036144,0.5344827586206896,0.46551724137931033,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
56,17,0.14192949907235622,0.1326530612244898,0.08998144712430427,0.17810760667903525,0.11873840445269017,0.13172541743970315,0.0686456400742115,0.13821892393320964,0.5411334552102377,0.45886654478976235,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
57,18,0.14811407543698252,0.13063477460901565,0.10027598896044158,0.17295308187672492,0.11959521619135234,0.14259429622815087,0.07911683532658693,0.10671573137074516,0.5133214920071048,0.4866785079928952,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
58,19,0.1480562448304384,0.12572373862696443,0.10504549214226634,0.17369727047146402,0.09760132340777503,0.17038875103391232,0.062034739454094295,0.11745244003308519,0.5786061588330632,0.4213938411669368,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
59,20,0.1276595744680851,0.1276595744680851,0.04559270516717325,0.06990881458966565,0.08814589665653495,0.11246200607902736,0.0243161094224924,0.40425531914893614,0.3076923076923077,0.6923076923076923,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley",trust,fear,anticipation,Frankenstein Or The Modern Prometheus by Mary Wollstonecraft Shelley,"Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley","Frankenstein_ Or, The Modern Prometheus by Mary Wollstonecraft Shelley.txt","{'type': 'OTHER', 'identifier': 'HARVARD:HXK5PC'}","Frankenstein, or, The Modern Prometheus",Mary Wollstonecraft Shelley,1869,http://books.google.com/books/content?id=2Zc3AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,177,3.5,"Frankenstein was published in 1818, the work of a 21-year-old genius named Mary Shelley. Hundreds of movies, adaptations, and monster masks later, its reputation remains so lively that the title has become its own word in the English language. Victor Frankenstein, a scientist, discovers the secret of reanimating the dead. After he rejects his hideous creation, not even the farthest poles of the earth will keep his bitter monster from seeking an inhuman revenge. Inspired by a uniquely Romantic view of science’s possibilities, Shelley’s masterpiece ultimately wrestles with the hidden shadows of the human mind.",https://play.google.com/store/books/details?id=2Zc3AAAAYAAJ&rdid=book-2Zc3AAAAYAAJ&rdot=1&source=gbs_api,,,Moby Dick,The Scarlet Letter,Pride and Prejudice,"Frankenstein, or, The Modern Prometheus"
60,1,0.10321384425216316,0.17861557478368356,0.07292954264524104,0.15636588380716934,0.103831891223733,0.1260815822002472,0.07107540173053152,0.18788627935723115,0.45077720207253885,0.5492227979274611,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
61,2,0.10768543342269883,0.16532618409294011,0.07640750670241286,0.15862377122430743,0.12511170688114387,0.11394101876675604,0.08132260947274352,0.17158176943699732,0.4569757727652464,0.5430242272347535,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
62,3,0.08118925100057175,0.1949685534591195,0.0577472841623785,0.13550600343053174,0.1457975986277873,0.10348770726129217,0.07204116638078903,0.20926243567753003,0.37222222222222223,0.6277777777777778,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
63,4,0.08571428571428572,0.22005012531328322,0.053132832080200504,0.11879699248120301,0.13383458646616542,0.10225563909774436,0.09273182957393483,0.19348370927318295,0.4221198156682028,0.5778801843317972,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
64,5,0.11643454038997214,0.16768802228412255,0.07242339832869081,0.14484679665738162,0.11030640668523677,0.10306406685236769,0.06685236768802229,0.21838440111420612,0.4264049955396967,0.5735950044603033,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
65,6,0.09201773835920177,0.18902439024390244,0.05598669623059867,0.13137472283813748,0.12250554323725056,0.11363636363636363,0.08813747228381374,0.2073170731707317,0.401268115942029,0.5987318840579711,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
66,7,0.11831905344757242,0.1554467564259486,0.08078335373317014,0.17911056711546308,0.11995104039167687,0.11342309261525908,0.07221542227662178,0.16075071399428806,0.5018670649738611,0.4981329350261389,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
